X,Y,YEAR,MO,DAY,VEI,VOL_ID,FATALITIES,ASSOC_EQ,ASSOC_TSU,DAMAGE_MILLIONS_DOLLARS,DAMAGE_AMOUNT_ORDER,DAMAGE_DESCRIPTION,DEATHS,DEATHS_AMOUNT_ORDER,DEATHS_DESCRIPTION,INJURIES,INJURIES_AMOUNT_ORDER,INJURIES_DESCRIPTION,MISSING,MISSING_AMOUNT_ORDER,MISSING_DESCRIPTION,HOUSES_DESTROYED,HOUSES_AMOUNT_ORDER,HOUSES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS_TOTAL,DAMAGE_AMOUNT_ORDER_TOTAL,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL,DEATHS_AMOUNT_ORDER_TOTAL,DEATHS_TOTAL_DESCRIPTION,INJURIES_TOTAL,INJURIES_AMOUNT_ORDER_TOTAL,INJURIES_TOTAL_DESCRIPTION,MISSING_TOTAL,MISSING_AMOUNT_ORDER_TOTAL,MISSING_TOTAL_DESCRIPTION,HOUSES_DESTROYED_TOTAL,HOUSES_AMOUNT_ORDER_TOTAL,HOUSES_TOTAL_DESCRIPTION,SIGNIF,VALIDITY,NUM,NAME,LOCATION,LATITUDE,LONGITUDE,ELEVATION,MORPHOLOGY,STATUS,TIME_ERUPT,ID,COUNTRY,NUM_SLIDES,SIG_ID,TSU_ID,HAZ_EVENT_ID,OBJECTID
13135699.91,-921575.8334,1815,4,10,7,60404,11000,,Y,,4,Extreme (~$25 million or more),11000,4,Very Many (~1001 or more people),,4,Very Many (~1001 or more people),,,,,4,Very Many (~1001 or more houses),,4,Extreme (~$25 million or more),60000,4,Very Many (~1001 or more people),,4,Very Many (~1001 or more people),,,,,4,Very Many (~1001 or more houses),1,,0604-04=,Tambora,Lesser Sunda Is,-8.25,118,2850,Stratovolcano,Historical,D1,60404,Indonesia,0,,613,367,547
14374129.25,-772210.5418,1660,2,,4,60505,3,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0605-05=,Teon,Banda Sea,-6.92,129.125,655,Stratovolcano,Historical,D2,60505,Pacific Ocean,0,,,458,575
14374129.25,-772210.5418,1659,11,11,4,60505,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0605-05=,Teon,Banda Sea,-6.92,129.125,655,Stratovolcano,Historical,D2,60505,Pacific Ocean,0,,285,457,575
19723587.38,-4511838.072,1914,9,10,,40104,11,,,,,,11,1,Few (~1 to 50 people),,,,,,,,,,,,,11,1,Few (~1 to 50 people),,,,,,,,,,1,,0401-04=,White Island,New Zealand,-37.52,177.18,321,Stratovolcano,Historical,D1,40104,New Zealand,0,,,32,786
4516231.741,1446025.857,1907,8,4,2,201112,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0201-112,Alayta,Africa-NE,12.88,40.57,1501,Shield volcano,Historical,D2,201112,Ethiopia,0,,,11,855
4634230.402,1263874.866,1631,2,14,,201141,50,Y,,,2,Moderate (~$1 to $5 million),50,1,Few (~1 to 50 people),,,,,,,,,,,2,Moderate (~$1 to $5 million),50,1,Few (~1 to 50 people),,,,,,,,,,1,,0201-141,Dama Ali,Africa-NE,11.28,41.63,1068,Shield volcano,Historical,D5,201141,Ethiopia,0,920,,43,30
12236238.43,-803618.1643,1979,2,20,1,60320,149,,,,,,149,3,Many (~101 to 1000 people),,,,,,,,,,,,,149,3,Many (~101 to 1000 people),,,,,,,,,,1,,0603-20=,Dieng Volc Complex,Java,-7.2,109.92,2565,Complex volcano,Historical,D1,60320,Indonesia,0,,,49,54
12236238.43,-803618.1643,1944,12,4,2,60320,117,,,,,,117,3,Many (~101 to 1000 people),250,3,Many (~101 to 1000 people),,,,,,,,,,117,3,Many (~101 to 1000 people),250,3,Many (~101 to 1000 people),,,,,,,1,,0603-20=,Dieng Volc Complex,Java,-7.2,109.92,2565,Complex volcano,Historical,D1,60320,Indonesia,0,,,45,54
1670237.64,4541916.784,1979,7,5,2,10106,9,,,,,,9,1,Few (~1 to 50 people),23,1,Few (~1 to 50 people),,,,,,,,,,9,1,Few (~1 to 50 people),23,1,Few (~1 to 50 people),,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,,30,101
1670237.64,4541916.784,1843,11,17,2,10106,56,,,,,,56,2,Some (~51 to 100 people),,2,Some (~51 to 100 people),,,,,,,,,,56,2,Some (~51 to 100 people),,2,Some (~51 to 100 people),,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,,44,101
1670237.64,4541916.784,-141,,,,10106,40,,,,,,40,1,Few (~1 to 50 people),,,,,,,,,,,,,40,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,,41,101
1670237.64,4541916.784,1987,4,17,2,10106,2,,,,,,2,1,Few (~1 to 50 people),7,1,Few (~1 to 50 people),,,,,,,,,,2,1,Few (~1 to 50 people),7,1,Few (~1 to 50 people),,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,,31,101
1670237.64,4541916.784,1928,11,2,1,10106,5,,,,,,5,1,Few (~1 to 50 people),,,,,,,,,,,,,5,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,,28,101
1670237.64,4541916.784,1536,3,23,3,10106,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,,14,101
1670237.64,4541916.784,1832,11,1,2,10106,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,,6,101
1670237.64,4541916.784,1329,7,,1,10106,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,,,2,101
1670237.64,4541916.784,1169,2,4,,10106,,Y,Y,,,,,,,,,,,,,,,,,4,Extreme (~$25 million or more),16000,4,Very Many (~1001 or more people),,,,,,,,,,1,1,0101-06=,Etna,Italy,37.734,15.004,3350,Stratovolcano,Historical,D1,10106,Italy,0,421,2852,1,101
6201942.791,-2419205.432,1972,6,9,2,30302,3,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0303-02=,"Fournaise, Piton de la",Indian O-W,-21.229,55.713,2631,Shield volcano,Historical,D1,30302,Reunion,0,,,22,120
12717361.27,-899984.1985,1817,1,24,2,60335,,,,,,,,2,Some (~51 to 100 people),,,,,,,90,2,Some (~51 to 100 houses),,,,,2,Some (~51 to 100 people),,,,,,,90,2,Some (~51 to 100 houses),1,,0603-35=,Ijen,Java,-8.058,114.242,2799,Stratovolcano,Historical,D1,60335,Indonesia,0,,,333,243
1547006.964,4972597.927,1302,,,,10103,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-03=,Ischia,Italy,40.73,13.897,789,Complex volcano,Historical,D6,10103,Italy,0,,,10,269
4829039.511,-1317269.895,1904,2,25,2,30301,1,,,,1,Limited (<$1 million),1,1,Few (~1 to 50 people),,,,,,,,,,,1,Limited (<$1 million),1,1,Few (~1 to 50 people),,,,,,,,,,1,,0303-01=,Karthala,Indian O-W,-11.75,43.38,2361,Shield volcano,Historical,D1,30301,Comoros,0,,,15,323
4829039.511,-1317269.895,1883,3,,2,30301,,,,,3,Severe (~>$5 to $24 million),,3,Many (~101 to 1000 people),,,,,,,,,,,3,Severe (~>$5 to $24 million),,3,Many (~101 to 1000 people),,,,,,,,,,1,,0303-01=,Karthala,Indian O-W,-11.75,43.38,2361,Shield volcano,Historical,D1,30301,Comoros,0,,,3,323
12502069.37,-885595.4802,1901,5,22,3,60328,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,137,339
12502069.37,-885595.4802,1716,7,20,2,60328,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,128,339
12502069.37,-885595.4802,1376,,,3,60328,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,118,339
12502069.37,-885595.4802,1334,,,3,60328,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,117,339
12502069.37,-885595.4802,1990,2,10,4,60328,32,,,,,,32,1,Few (~1 to 50 people),,,,,,,,,,,,,32,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,144,339
12502069.37,-885595.4802,1919,5,19,4,60328,5110,,,,,,5110,4,Very Many (~1001 or more people),,,,,,,9000,4,Very Many (~1001 or more houses),,,,5110,4,Very Many (~1001 or more people),,,,,,,9000,4,Very Many (~1001 or more houses),1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,138,339
12502069.37,-885595.4802,1951,8,31,3,60328,7,,,,,,7,1,Few (~1 to 50 people),,,,,,,,,,,,,7,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,140,339
12502069.37,-885595.4802,1875,1,29,0,60328,,,,,2,Moderate (~$1 to $5 million),,1,Few (~1 to 50 people),,,,,,,,2,Some (~51 to 100 houses),,2,Moderate (~$1 to $5 million),,1,Few (~1 to 50 people),,,,,,,,2,Some (~51 to 100 houses),1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,136,339
12502069.37,-885595.4802,1864,1,3,2,60328,54,,,,,,54,2,Some (~51 to 100 people),,,,,,,,3,Many (~101 to 1000 houses),,,,54,2,Some (~51 to 100 people),,,,,,,,3,Many (~101 to 1000 houses),1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,135,339
12502069.37,-885595.4802,1966,4,26,4,60328,215,,,,,,215,3,Many (~101 to 1000 people),86,2,Some (~51 to 100 people),78,2,Some (~51 to 100 people),,,,,,,215,3,Many (~101 to 1000 people),86,2,Some (~51 to 100 people),78,2,Some (~51 to 100 people),,,,1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,141,339
12502069.37,-885595.4802,1826,10,11,3,60328,,,,,3,Severe (~>$5 to $24 million),,1,Few (~1 to 50 people),65,2,Some (~51 to 100 people),,,,,3,Many (~101 to 1000 houses),,3,Severe (~>$5 to $24 million),,1,Few (~1 to 50 people),65,2,Some (~51 to 100 people),,,,,3,Many (~101 to 1000 houses),1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,132,339
12502069.37,-885595.4802,1586,,,5,60328,10000,,,,,,10000,4,Very Many (~1001 or more people),,,,,,,,,,,,,10000,4,Very Many (~1001 or more people),,,,,,,,,,1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,126,339
12502069.37,-885595.4802,1848,5,16,2,60328,21,,,,,,21,1,Few (~1 to 50 people),,,,,,,800,3,Many (~101 to 1000 houses),,,,21,1,Few (~1 to 50 people),,,,,,,800,3,Many (~101 to 1000 houses),1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,133,339
12502069.37,-885595.4802,1385,,,3,60328,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,119,339
12502069.37,-885595.4802,1311,,,3,60328,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-28=,Kelut,Java,-7.93,112.308,1731,Stratovolcano,Historical,D1,60328,Indonesia,0,,,116,339
16148116.65,-456799.9285,1899,,,2,50102,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,0501-02=,Manam,New Guinea-NE of,-4.1,145.061,1807,Stratovolcano,Historical,D1,50102,Papua New Guinea,0,,,19,417
12617173.73,-893463.751,1869,8,,2,60332,8,,,,,,8,1,Few (~1 to 50 people),,,,,,,,,,,,,8,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-32=,Lamongan,Java,-8,113.342,1651,Stratovolcano,Historical,D3,60332,Indonesia,0,,,269,505
12617173.73,-893463.751,1843,8,,2,60332,4,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-32=,Lamongan,Java,-8,113.342,1651,Stratovolcano,Historical,D3,60332,Indonesia,0,,,261,505
12570196.9,-905606.0236,1967,8,31,3,60330,3,,,,1,Limited (<$1 million),3,1,Few (~1 to 50 people),,,,,,,,,,,1,Limited (<$1 million),3,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,202,1459
12570196.9,-905606.0236,1976,8,31,2,60330,119,,,,,,119,3,Many (~101 to 1000 people),,,,,,,,,,,,,119,3,Many (~101 to 1000 people),,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,205,1459
12570196.9,-905606.0236,1913,6,23,2,60330,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,195,1459
12570196.9,-905606.0236,1911,11,8,3,60330,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,193,1459
12570196.9,-905606.0236,1946,10,29,2,60330,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,199,1459
12570196.9,-905606.0236,1941,9,21,2,60330,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,196,1459
12570196.9,-905606.0236,1895,5,22,2,60330,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,176,1459
12570196.9,-905606.0236,1860,4,,2,60330,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,,,,,,,,,,,,,1,Few (~1 to 50 houses),1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,159,1459
12570196.9,-905606.0236,1981,3,29,3,60330,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,206,1459
12570196.9,-905606.0236,1963,5,5,2,60330,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,201,1459
12570196.9,-905606.0236,1909,9,,2,60330,221,,,,1,Limited (<$1 million),221,3,Many (~101 to 1000 people),,,,,,,,,,,1,Limited (<$1 million),221,3,Many (~101 to 1000 people),,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,191,1459
12570196.9,-905606.0236,1950,8,28,1,60330,6,,,,,,6,1,Few (~1 to 50 people),,,,,,,,,,,,,6,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,200,1459
12570196.9,-905606.0236,1978,9,19,3,60330,12,,,,,,12,1,Few (~1 to 50 people),,,,,,,,,,,,,12,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,204,1459
12570196.9,-905606.0236,1985,5,10,3,60330,70,,,,,,70,2,Some (~51 to 100 people),,,,,,,,,,,,,70,2,Some (~51 to 100 people),,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,203,1459
12570196.9,-905606.0236,1946,2,,2,60330,6,,,,2,Moderate (~$1 to $5 million),6,1,Few (~1 to 50 people),,,,,,,81,2,Some (~51 to 100 houses),,2,Moderate (~$1 to $5 million),6,1,Few (~1 to 50 people),,,,,,,81,2,Some (~51 to 100 houses),1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,198,1459
12570196.9,-905606.0236,1885,4,18,2,60330,74,,,,,,74,2,Some (~51 to 100 people),,,,,,,,,,,,,74,2,Some (~51 to 100 people),,,,,,,,,,1,,0603-30=,Semeru,Java,-8.108,112.92,3676,Stratovolcano,Historical,D1,60330,Indonesia,0,,,167,1459
14471533.8,-702730.2548,1692,6,4,4,60507,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,1,,0605-07=,Serua,Banda Sea,-6.3,130,641,Stratovolcano,Historical,D2,60507,Pacific Ocean,0,,,466,1464
13884323.49,123349.6842,1845,2,8,2,60603,,Y,Y,,,,,,,,,,,,,,,,,2,Moderate (~$1 to $5 million),118,3,Many (~101 to 1000 people),,,,,,,,3,Many (~101 to 1000 houses),1,4,0606-03=,Soputan,Sulawesi-Indonesia,1.108,124.725,1784,Stratovolcano,Historical,D1,60603,Indonesia,0,1865,741,489,1506
16124628.24,-401014.1104,1954,8,3,2,50101,,,,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,25,1,Few (~1 to 50 people),,2,Some (~51 to 100 people),,,,,,,1,,0501-01=,Bam,New Guinea-NE of,-3.6,144.85,685,Stratovolcano,Historical,D2,50101,Papua New Guinea,0,,,38,953
14457173.59,-504245.151,1988,5,9,3,60509,4,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,1,,0605-09=,Banda Api,Banda Sea,-4.525,129.871,640,Caldera,Historical,D1,60509,Pacific Ocean,0,,,486,956
14457173.59,-504245.151,1820,6,11,2,60509,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0605-09=,Banda Api,Banda Sea,-4.525,129.871,640,Caldera,Historical,D1,60509,Pacific Ocean,0,,,482,956
14457173.59,-504245.151,1694,11,20,3,60509,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,1,,0605-09=,Banda Api,Banda Sea,-4.525,129.871,640,Caldera,Historical,D1,60509,Pacific Ocean,0,,,477,956
14457173.59,-504245.151,1615,3,,3,60509,,,,,2,Moderate (~$1 to $5 million),,,,,,,,,,,2,Some (~51 to 100 houses),,2,Moderate (~$1 to $5 million),,,,,,,,,,,2,Some (~51 to 100 houses),1,,0605-09=,Banda Api,Banda Sea,-4.525,129.871,640,Caldera,Historical,D1,60509,Pacific Ocean,0,,,474,956
14457173.59,-504245.151,1598,,,3,60509,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0605-09=,Banda Api,Banda Sea,-4.525,129.871,640,Caldera,Historical,D1,60509,Pacific Ocean,0,,,472,956
12843486.25,-920675.9742,1963,9,5,2,60401,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 houses),,,,2,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 houses),1,,0604-01=,Batur,Lesser Sunda Is,-8.242,115.375,1717,Caldera,Historical,D1,60401,Indonesia,0,,,345,968
1573946.28,4986857.595,1538,9,29,3,10101,24,,,,,,24,1,Few (~1 to 50 people),,,,,,,,,,,,,24,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-01=,Campi Flegrei,Italy,40.827,14.139,458,Caldera,Historical,D5,10101,Italy,0,,,36,1043
1573946.28,4986857.595,1970,3,2,,10101,3,,,,1,Limited (<$1 million),3,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 houses),,1,Limited (<$1 million),3,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 houses),1,,0101-01=,Campi Flegrei,Italy,40.827,14.139,458,Caldera,Historical,D5,10101,Italy,0,,,21,1043
12294347.2,-842006.7229,1969,1,7,2,60325,3,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,105,1145
12294347.2,-842006.7229,1994,11,22,3,60325,60,,,,,,60,2,Some (~51 to 100 people),,,,,,,,,,,,,60,2,Some (~51 to 100 people),,,,,,,,,,1,4,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,112,1145
12294347.2,-842006.7229,1961,5,8,3,60325,6,,,,2,Moderate (~$1 to $5 million),6,1,Few (~1 to 50 people),6,1,Few (~1 to 50 people),,,,,3,Many (~101 to 1000 houses),,2,Moderate (~$1 to $5 million),6,1,Few (~1 to 50 people),6,1,Few (~1 to 50 people),,,,,3,Many (~101 to 1000 houses),1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,104,1145
12294347.2,-842006.7229,1920,7,25,3,60325,33,,,,,,33,1,Few (~1 to 50 people),,,,,,,,,,,,,33,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,92,1145
12294347.2,-842006.7229,1872,11,3,4,60325,200,,,,3,Severe (~>$5 to $24 million),200,3,Many (~101 to 1000 people),,,,,,,,3,Many (~101 to 1000 houses),,3,Severe (~>$5 to $24 million),200,3,Many (~101 to 1000 people),,,,,,,,3,Many (~101 to 1000 houses),1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,82,1145
12294347.2,-842006.7229,1872,4,15,4,60325,30,,,,,,30,1,Few (~1 to 50 people),,1,Few (~1 to 50 people),,,,50,1,Few (~1 to 50 houses),,,,30,1,Few (~1 to 50 people),,1,Few (~1 to 50 people),,,,50,1,Few (~1 to 50 houses),1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,81,1145
12294347.2,-842006.7229,1587,,,4,60325,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,61,1145
12294347.2,-842006.7229,1832,12,25,3,60325,32,,,,,,32,1,Few (~1 to 50 people),,,,,,,,2,Some (~51 to 100 houses),,,,32,1,Few (~1 to 50 people),,,,,,,,2,Some (~51 to 100 houses),1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,71,1145
12294347.2,-842006.7229,1953,3,23,3,60325,64,,,,2,Moderate (~$1 to $5 million),64,2,Some (~51 to 100 people),57,2,Some (~51 to 100 people),,,,144,3,Many (~101 to 1000 houses),,2,Moderate (~$1 to $5 million),64,2,Some (~51 to 100 people),57,2,Some (~51 to 100 people),,,,144,3,Many (~101 to 1000 houses),1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,100,1145
12294347.2,-842006.7229,1902,12,,2,60325,16,,,,,,16,1,Few (~1 to 50 people),45,1,Few (~1 to 50 people),,,,,2,Some (~51 to 100 houses),,,,16,1,Few (~1 to 50 people),45,1,Few (~1 to 50 people),,,,,2,Some (~51 to 100 houses),1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,87,1145
12294347.2,-842006.7229,1822,12,27,3,60325,100,,,,3,Severe (~>$5 to $24 million),100,2,Some (~51 to 100 people),,2,Some (~51 to 100 people),,,,,3,Many (~101 to 1000 houses),,3,Severe (~>$5 to $24 million),100,2,Some (~51 to 100 people),,2,Some (~51 to 100 people),,,,,3,Many (~101 to 1000 houses),1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,69,1145
12294347.2,-842006.7229,1986,10,15,2,60325,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,111,1145
12294347.2,-842006.7229,1672,8,4,3,60325,3000,,,,,,3000,4,Very Many (~1001 or more people),,,,,,,,,,,,,3000,4,Very Many (~1001 or more people),,,,,,,,,,1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,64,1145
12294347.2,-842006.7229,1930,12,18,3,60325,1369,,,,3,Severe (~>$5 to $24 million),1369,4,Very Many (~1001 or more people),,,,,,,1109,4,Very Many (~1001 or more houses),,3,Severe (~>$5 to $24 million),1369,4,Very Many (~1001 or more people),,,,,,,1109,4,Very Many (~1001 or more houses),1,,0603-25=,Merapi,Java,-7.542,110.442,2947,Stratovolcano,Historical,D1,60325,Indonesia,0,,,94,1145
-19551042.17,-1758446.453,1853,6,24,0,40311,25,,,,,,25,1,Few (~1 to 50 people),,,,,,,,,,,,,25,1,Few (~1 to 50 people),,,,,,,,,,1,,0403-11=,Niuafo'ou,Tonga-SW Pacific,-15.6,-175.63,260,Shield volcano,Historical,D1,40311,Tonga,0,,,37,1224
