X,Y,YEAR,MO,DAY,VEI,VOL_ID,FATALITIES,ASSOC_EQ,ASSOC_TSU,DAMAGE_MILLIONS_DOLLARS,DAMAGE_AMOUNT_ORDER,DAMAGE_DESCRIPTION,DEATHS,DEATHS_AMOUNT_ORDER,DEATHS_DESCRIPTION,INJURIES,INJURIES_AMOUNT_ORDER,INJURIES_DESCRIPTION,MISSING,MISSING_AMOUNT_ORDER,MISSING_DESCRIPTION,HOUSES_DESTROYED,HOUSES_AMOUNT_ORDER,HOUSES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS_TOTAL,DAMAGE_AMOUNT_ORDER_TOTAL,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL,DEATHS_AMOUNT_ORDER_TOTAL,DEATHS_TOTAL_DESCRIPTION,INJURIES_TOTAL,INJURIES_AMOUNT_ORDER_TOTAL,INJURIES_TOTAL_DESCRIPTION,MISSING_TOTAL,MISSING_AMOUNT_ORDER_TOTAL,MISSING_TOTAL_DESCRIPTION,HOUSES_DESTROYED_TOTAL,HOUSES_AMOUNT_ORDER_TOTAL,HOUSES_TOTAL_DESCRIPTION,SIGNIF,VALIDITY,NUM,NAME,LOCATION,LATITUDE,LONGITUDE,ELEVATION,MORPHOLOGY,STATUS,TIME_ERUPT,ID,COUNTRY,NUM_SLIDES,SIG_ID,TSU_ID,HAZ_EVENT_ID,OBJECTID
-2192993.969,9344687.212,1980,8,17,3,170207,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4255,203
-2192993.969,9344687.212,1970,5,5,3,170207,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4254,203
-2192993.969,9344687.212,1693,2,13,4,170207,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,347,4251,203
-2192993.969,9344687.212,1510,7,25,4,170207,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4248,203
-2192993.969,9344687.212,1341,5,19,3,170207,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4245,203
-2192993.969,9344687.212,1300,7,11,4,170207,,,,,,,,,,,,,,,,,,,,,,600,3,Many (~101 to 1000 people),,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4244,203
-2192993.969,9344687.212,1158,1,19,4,170207,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4242,203
-2192993.969,9344687.212,1766,4,5,4,170207,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4252,203
-2192993.969,9344687.212,1845,9,2,4,170207,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4253,203
-2192993.969,9344687.212,1597,1,3,4,170207,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4249,203
-2192993.969,9344687.212,1636,5,15,3,170207,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4250,203
-2192993.969,9344687.212,1389,12,1,3,170207,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4246,203
-2192993.969,9344687.212,1206,12,4,2,170207,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4243,203
-2192993.969,9344687.212,1104,10,15,5,170207,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-07=,Hekla,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,170207,Iceland,0,,,4241,203
-7886985.923,-1875241.24,1600,2,19,6,150403,1500,Y,,,,,1500,4,Very Many (~1001 or more people),,,,,,,,,,,,,1500,4,Very Many (~1001 or more people),,,,,,,,,,1,4,1504-03=,Huaynaputina,Peru,-16.608,-70.85,4850,Stratovolcano,Historical,D5,150403,Peru,0,814,,4052,225
-8122983.243,-5764338.606,1991,8,8,5,1508057,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1508-057,"Hudson, Cerro",Chile-S,-45.9,-72.97,1905,Stratovolcano,Historical,D1,1508057,Chile,0,,,4442,227
14276724.69,3230075.35,1664,,,,80202,,,Y,,,,,1,Few (~1 to 50 people),,,,,,,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 houses),1,,0802-02=,Iwo-Tori-shima,Ryukyu Is,27.85,128.25,217,Complex volcano,Historical,D1,80202,Japan,0,,293,4467,278
11423606.15,-392091.3324,1833,11,24,2,60122,126,,,,,,126,3,Many (~101 to 1000 people),,,,,,,,,,,,,126,3,Many (~101 to 1000 people),,,,,,,,,,1,,0601-22=,Kaba,Sumatra,-3.52,102.62,1952,Stratovolcano,Historical,D2,60122,Indonesia,0,,,4451,298
13968369.7,309589.6812,1992,5,11,1,60702,6,,,,,,6,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,,,,6,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,1,,0607-02=,Karangetang [Api Siau],Sangihe Is-Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,60702,Indonesia,0,,,4459,317
-2120636.3,9256422.71,1755,10,17,4,170203,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,1702-03=,Katla,Iceland-S,63.63,-19.05,1512,Subglacial volcano,Historical,D2,170203,Iceland,0,,,4234,328
-2120636.3,9256422.71,1311,1,18,4,170203,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,1,,1702-03=,Katla,Iceland-S,63.63,-19.05,1512,Subglacial volcano,Historical,D2,170203,Iceland,0,,,4226,328
-2120636.3,9256422.71,1262,,,3,170203,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,1702-03=,Katla,Iceland-S,63.63,-19.05,1512,Subglacial volcano,Historical,D2,170203,Iceland,0,,,4225,328
-2120636.3,9256422.71,1177,,,3,170203,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-03=,Katla,Iceland-S,63.63,-19.05,1512,Subglacial volcano,Historical,D2,170203,Iceland,0,,,4224,328
-2120636.3,9256422.71,1625,9,2,5,170203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1702-03=,Katla,Iceland-S,63.63,-19.05,1512,Subglacial volcano,Historical,D2,170203,Iceland,0,,,4231,328
-2120636.3,9256422.71,1721,5,11,5,170203,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-03=,Katla,Iceland-S,63.63,-19.05,1512,Subglacial volcano,Historical,D2,170203,Iceland,0,,,4233,328
-2120636.3,9256422.71,1918,10,12,4,170203,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-03=,Katla,Iceland-S,63.63,-19.05,1512,Subglacial volcano,Historical,D2,170203,Iceland,0,,,4238,328
-2120636.3,9256422.71,1660,11,3,4,170203,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-03=,Katla,Iceland-S,63.63,-19.05,1512,Subglacial volcano,Historical,D2,170203,Iceland,0,,,4232,328
-2120636.3,9256422.71,1580,8,11,4,170203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1702-03=,Katla,Iceland-S,63.63,-19.05,1512,Subglacial volcano,Historical,D2,170203,Iceland,0,,,4229,328
-2120636.3,9256422.71,1357,,,4,170203,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1702-03=,Katla,Iceland-S,63.63,-19.05,1512,Subglacial volcano,Historical,D2,170203,Iceland,0,,,4227,328
-6990864.022,1963938.087,1843,2,8,0,160003,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1600-03=,Liamuiga,W Indies,17.37,-62.8,1156,Stratovolcano,Radiocarbon,D6,160003,St. Kitts & Nevis,0,,730,4172,361
13891781.9,151186.0243,1991,10,24,1,60610,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0606-10=,Lokon-Empung,Sulawesi-Indonesia,1.358,124.792,1580,Stratovolcano,Historical,D1,60610,Indonesia,0,,,4458,371
-7968249.151,-4632821.019,1988,12,25,3,150710,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,1507-10=,Lonquimay,Chile-C,-38.377,-71.58,2865,Stratovolcano,Historical,D1,150710,Chile,0,,,4118,381
-6860620.218,1379869.508,1965,10,24,0,160016,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1600-16=,Kick-'em-Jenny,W Indies,12.3,-61.63,-177,Submarine volcano,Historical,D1,160016,Netherlands,0,,5695,4205,437
-17287026.36,2205037.247,1993,4,19,,130201,1,,,,,,1,1,Few (~1 to 50 people),22,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),22,1,Few (~1 to 50 people),,,,,,,1,,1302-01-,Kilauea,Hawaiian Is,19.425,-155.292,1222,Shield volcano,Historical,D1,130201,United States,0,,,4491,441
17882140.36,7569771.122,1762,,,2,100026,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,1000-26=,Kliuchevskoi,Kamchatka,56.057,160.638,4835,Stratovolcano,Historical,D1,100026,Russia,0,,,4489,450
-1867941.056,9803337.827,1977,4,27,1,170308,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,4,1703-08=,Krafla,Iceland-NE,65.73,-16.78,650,Caldera,Historical,D1,170308,Iceland,0,,,4319,471
-1867941.056,9803337.827,1729,6,30,2,170308,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1703-08=,Krafla,Iceland-NE,65.73,-16.78,650,Caldera,Historical,D1,170308,Iceland,0,,,4316,471
11735634.68,-680559.2636,1993,6,13,1,60200,1,,,,,,1,1,Few (~1 to 50 people),5,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),5,1,Few (~1 to 50 people),,,,,,,1,,0602-00=,Krakatau,Indonesia,-6.102,105.423,813,Caldera,Historical,D1,60200,Indonesia,0,,,4452,473
18761341.7,-1900928.682,1430,,,,50707,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,4,0507-07=,Kuwae,Vanuatu-SW Pacific,-16.829,168.536,-2,Caldera,Historical,D1,50707,Vanuatu,0,,,4449,497
14546117.86,3708304.491,1974,8,9,3,80208,5,,,,,,5,1,Few (~1 to 50 people),,,,,,,,,,,,,5,1,Few (~1 to 50 people),,,,,,,,,,1,,0802-08=,Sakura-jima,Kyushu-Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,80208,Japan,0,,,4471,1404
14546117.86,3708304.491,1974,6,17,3,80208,3,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0802-08=,Sakura-jima,Kyushu-Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,80208,Japan,0,,,4470,1404
14546117.86,3708304.491,1780,2,9,4,80208,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0802-08=,Sakura-jima,Kyushu-Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,80208,Japan,0,,,4469,1404
-3125851.301,4671660.358,1800,6,24,1,180203,9,,,,,,9,1,Few (~1 to 50 people),,,,,,,,,,,,,9,1,Few (~1 to 50 people),,,,,,,,,,1,,1802-03=,San Jorge,Azores,38.65,-28.08,1053,Fissure vent,Historical,D2,180203,Portugal,0,,,4346,1414
-3125851.301,4671660.358,1580,5,1,3,180203,10,,,,,,10,1,Few (~1 to 50 people),,,,,,,,,,,,,10,1,Few (~1 to 50 people),,,,,,,,,,1,,1802-03=,San Jorge,Azores,38.65,-28.08,1053,Fissure vent,Historical,D2,180203,Portugal,0,,,4345,1414
-9939272.055,1543945.796,590,,,,140305,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,1403-05=,San Salvador,El Salvador,13.736,-89.286,1893,Stratovolcano,Historical,D2,140305,El Salvador,0,,,4497,1422
-10191522.02,1661095.961,1990,7,19,3,140203,4,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,1,,1402-03=,Santa Maria,Guatemala,14.756,-91.552,3772,Stratovolcano,Historical,D1,140203,Guatemala,0,,,4496,1438
-10191522.02,1661095.961,1978,9,2,3,140203,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,1402-03=,Santa Maria,Guatemala,14.756,-91.552,3772,Stratovolcano,Historical,D1,140203,Guatemala,0,,,4495,1438
15732783.63,5266419.697,1804,,,3,80504,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0805-04=,Shikotsu,Hokkaido-Japan,42.7,141.33,1320,Caldera,Historical,D1,80504,Japan,0,,,4488,1474
11080630.79,76366.99526,1892,5,21,2,60112,180,,,,,,180,3,Many (~101 to 1000 people),,,,,,,,,,,,,180,3,Many (~101 to 1000 people),,,,,,,,,,1,,0601-12=,Sorikmarapi,Sumatra,0.686,99.539,2145,Stratovolcano,Historical,D1,60112,Indonesia,0,,,4450,1507
-6865072.997,1810513.772,1843,2,17,,160006,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1600-06=,Soufriere Guadeloupe,W Indies,16.05,-61.67,1467,Stratovolcano,Historical,D1,160006,Guadeloupe,0,,731,4187,1510
-6921845.938,1888255.591,1997,8,1,3,160005,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,1600-05=,Soufriere Hills,W Indies,16.72,-62.18,915,Stratovolcano,Historical,D1,160005,Montserrat,0,,,4175,1511
-6810526.447,1497459.294,1979,4,13,3,160015,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,1600-15=,Soufriere St. Vincent,W Indies,13.33,-61.18,1220,Stratovolcano,Historical,D1,160015,St. Vincent & the Grenadines,0,,,4202,1512
-6810526.447,1497459.294,1902,5,7,4,160015,1680,,Y,,,,1680,4,Very Many (~1001 or more people),,3,Many (~101 to 1000 people),,,,,,,,,,1680,4,Very Many (~1001 or more people),,3,Many (~101 to 1000 people),,,,,,,1,,1600-15=,Soufriere St. Vincent,W Indies,13.33,-61.18,1220,Stratovolcano,Historical,D1,160015,St. Vincent & the Grenadines,0,,2873,4199,1512
-6810526.447,1497459.294,1812,4,27,4,160015,56,,,,,,56,2,Some (~51 to 100 people),,,,,,,,,,,,,56,2,Some (~51 to 100 people),,,,,,,,,,1,,1600-15=,Soufriere St. Vincent,W Indies,13.33,-61.18,1220,Stratovolcano,Historical,D1,160015,St. Vincent & the Grenadines,0,,,4197,1512
-6751527.117,-9092898.616,1967,12,4,3,190003,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1900-03=,Deception Island,Antarctica,-62.97,-60.65,576,Caldera,Historical,D1,190003,Antarctica,0,,1992,4412,41
15714972.52,5131067.336,1846,11,18,1,805011,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0805-011,E-san,Hokkaido-Japan,41.8,141.17,618,Stratovolcano,Historical,D3,805011,Japan,0,,,4487,69
13878534.88,1028907.074,1954,,,,70108,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,0701-08=,Camiguin,Mindanao-Philippines,9.203,124.673,1332,Stratovolcano,Historical,D2,70108,Philippines,0,,,4461,209
-17351369.03,2236579.571,1800,,,0,130204,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,1302-04-,Hualalai,Hawaiian Is,19.692,-155.87,2523,Shield volcano,Historical,D3,130204,United States,0,,,4492,223
-9429094.829,1171263.893,1975,6,17,3,1405033,2,,,,,,2,1,Few (~1 to 50 people),,1,Few (~1 to 50 people),,,,,,,,,,2,1,Few (~1 to 50 people),,1,Few (~1 to 50 people),,,,,,,1,,1405-033,Arenal,Costa Rica,10.463,-84.703,1657,Stratovolcano,Historical,D1,1405033,Costa Rica,0,,,4500,907
-9429094.829,1171263.893,1968,7,29,3,1405033,80,,,,,,80,2,Some (~51 to 100 people),,,,,,,,,,,,,80,2,Some (~51 to 100 people),,,,,,,,,,1,,1405-033,Arenal,Costa Rica,10.463,-84.703,1657,Stratovolcano,Historical,D1,1405033,Costa Rica,0,,,4499,907
15421089.06,4355801.265,1598,5,13,2,80311,800,,,,,,800,3,Many (~101 to 1000 people),,,,,,,,,,,,,800,3,Many (~101 to 1000 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,4480,912
15421089.06,4355801.265,1941,7,13,2,80311,1,,,,,,1,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,4485,912
15421089.06,4355801.265,1931,8,20,3,80311,3,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,4484,912
15421089.06,4355801.265,1930,8,20,3,80311,6,,,,,,6,1,Few (~1 to 50 people),,,,,,,,,,,,,6,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,4483,912
15421089.06,4355801.265,1911,8,15,2,80311,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,4482,912
15421089.06,4355801.265,1911,5,8,2,80311,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,60,2,Some (~51 to 100 houses),,,,1,1,Few (~1 to 50 people),,,,,,,60,2,Some (~51 to 100 houses),1,,0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1,80311,Japan,0,,,4481,912
-1864601.471,9616278.081,1875,3,29,5,170306,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,3,1703-06=,Askja,Iceland-NE,65.03,-16.75,1516,Stratovolcano,Historical,D2,170306,Iceland,0,,,4305,915
14593985.24,3879386.781,1979,9,6,2,80211,3,,,,,,3,1,Few (~1 to 50 people),11,1,Few (~1 to 50 people),,,,,,,,,,3,1,Few (~1 to 50 people),11,1,Few (~1 to 50 people),,,,,,,1,,0802-11=,Aso,Kyushu-Japan,32.88,131.1,1592,Caldera,Historical,D1,80211,Japan,0,,,4479,917
14593985.24,3879386.781,1816,7,5,2,80211,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0802-11=,Aso,Kyushu-Japan,32.88,131.1,1592,Caldera,Historical,D1,80211,Japan,0,,,4478,917
17252294.68,-650115.4417,1825,,,,50501,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0505-01=,Balbi,Bougainville-SW Paci,-5.83,154.98,2715,Stratovolcano,Holocene,U,50501,Papua New Guinea,0,,,4444,948
-8022795.701,-4916934.442,1955,7,26,4,150714,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,1507-14=,Carran-Los Venados,Chile-C,-40.35,-72.07,1114,Pyroclastic cone,Historical,D1,150714,Chile,0,,,4150,1048
-10378093.49,1962771.733,1982,5,27,5,140112,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,1401-12=,"Chichon, El",Mexico,17.36,-93.228,1150,Tuff cone,Historical,D1,140112,Mexico,0,,,4494,1068
13768551.22,1489109.23,1993,2,2,2,70303,75,,,,,,75,2,Some (~51 to 100 people),,,,,,,,,,,,,75,2,Some (~51 to 100 people),,,,,,,,,,1,,0703-03=,Mayon,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,70303,Philippines,0,,,4462,1129
-11382417.93,2211530.466,1943,2,20,4,140106,3,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,103,1,Few (~1 to 50 people),,,,,,,,,,1,,1401-06=,Michoacan-Guanajuato,Mexico,19.48,-102.25,3860,Cinder cone,Historical,D2,140106,Mexico,0,,,4493,1153
-9569913.985,1325912.447,1570,,,,140411,400,,,,,,400,3,Many (~101 to 1000 people),,,,,,,,,,,,,400,3,Many (~101 to 1000 people),,,,,,,,,,1,,1404-11=,Mombacho,Nicaragua,11.826,-85.968,1344,Stratovolcano,Holocene,U,140411,Nicaragua,0,,,4498,1168
-1853469.522,9349764.174,1727,8,3,4,170401,3,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,1704-01=,Oraefajokull,Iceland-SE,64,-16.65,2119,Stratovolcano,Historical,D4,170401,Iceland,0,,,4327,1256
-1853469.522,9349764.174,1362,6,5,5,170401,220,,,,,,220,3,Many (~101 to 1000 people),,,,,,,,,,,,,220,3,Many (~101 to 1000 people),,,,,,,,,,1,,1704-01=,Oraefajokull,Iceland-SE,64,-16.65,2119,Stratovolcano,Historical,D4,170401,Iceland,0,,,4326,1256
11992448.74,-817084.4662,1772,8,12,3,60310,2957,,,,,,2957,4,Very Many (~1001 or more people),,,,,,,,3,Many (~101 to 1000 houses),,,,2957,4,Very Many (~1001 or more people),,,,,,,,3,Many (~101 to 1000 houses),1,,0603-10=,Papandayan,Java,-7.32,107.73,2665,Stratovolcano,Historical,D2,60310,Indonesia,0,,,4453,1282
13397300.72,1704186.743,1991,6,15,6,703083,350,Y,,,3,Severe (~>$5 to $24 million),350,3,Many (~101 to 1000 people),4,1,Few (~1 to 50 people),,,,,,,,3,Severe (~>$5 to $24 million),800,3,Many (~101 to 1000 people),4,1,Few (~1 to 50 people),,,,,,,1,,0703-083,Pinatubo,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,Historical,D1,703083,Philippines,40,5292,,4428,1310
13397300.72,1704186.743,1992,7,12,1,703083,6,,,,,,6,1,Few (~1 to 50 people),,,,,,,,,,,,,6,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-083,Pinatubo,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,Historical,D1,703083,Philippines,0,,,4464,1310
-8028027.718,-4952053.561,1960,5,25,3,150715,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1507-15=,Puyehue,Chile-C,-40.59,-72.117,2236,Stratovolcano,Holocene,U,150715,Chile,0,4227,1902,4153,1341
-7998305.413,-1779259.486,1990,5,29,3,1504003,,,,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1504-003,Sabancaya,Peru,-15.78,-71.85,5967,Stratovolcano,Historical,D1,1504003,Peru,0,,,4439,1399
-1517284.66,3379464.917,1730,9,1,2,180306,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,1803-06-,Lanzarote,Canary Is,29.03,-13.63,670,Fissure vent,Historical,D3,180306,Spain,0,,,4377,340
-1984826.521,3322297.281,1971,10,26,2,180301,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,1,,1803-01-,La Palma,Canary Is,28.58,-17.83,2426,Stratovolcano,Historical,D1,180301,Spain,0,,,4371,500
-1984826.521,3322297.281,1677,11,22,2,180301,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,1803-01-,La Palma,Canary Is,28.58,-17.83,2426,Stratovolcano,Historical,D1,180301,Spain,0,,,4367,500
-10176827.85,-100191.662,1943,4,13,3,150306,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,1503-06=,"Azul, Cerro",Galapagos,-0.9,-91.42,1690,Shield volcano,Historical,D1,150306,Ecuador,0,,,4033,935
-8083353.504,-5060546.159,1929,1,6,3,150802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1508-02=,Calbuco,Chile-S,-41.326,-72.614,2003,Stratovolcano,Historical,D2,150802,Chile,0,,,4161,1039
-8083353.504,-5060546.159,1917,4,,3,150802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1508-02=,Calbuco,Chile-S,-41.326,-72.614,2003,Stratovolcano,Historical,D2,150802,Chile,0,,,4160,1039
